file	line	kind	marker	status	assessment	context	source
docs/lanes/windows.md	128	doc-progress	- UNRUN `cargo test --manifest-path spikes/iocp/Cargo.toml --test process` (3 tests).	STILL TRUE — historical local; STALE as never executed	spikes/iocp/WINDOWS_RESULTS.md:24 records actual separate binary runs: port/TCP/pipe/stdio/integration/process/console/handles pass; timer and draft initially fail APC arming (error 87). Production N-W now passes; no claim every old alternate spike is green.	- UNRUN `cargo test --manifest-path spikes/iocp/Cargo.toml --test stdio` (1 test). - UNRUN `cargo test --manifest-path spikes/iocp/Cargo.toml --test integration` (2 tests). - UNRUN `cargo test --manifest-path spikes/iocp/Cargo.toml --test process` (3 tests). - UNRUN `cargo test --manifest-path spikes/iocp/Cargo.toml --test console` (1 test). - UNRUN `cargo test --manifest-path spikes/iocp/Cargo.toml --test draft -- --nocapture --test-threads=1` (3 tests).	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/docs/lanes/windows.md#L128
docs/lanes/windows.md	129	doc-progress	- UNRUN `cargo test --manifest-path spikes/iocp/Cargo.toml --test console` (1 test).	STILL TRUE — historical local; STALE as never executed	spikes/iocp/WINDOWS_RESULTS.md:24 records actual separate binary runs: port/TCP/pipe/stdio/integration/process/console/handles pass; timer and draft initially fail APC arming (error 87). Production N-W now passes; no claim every old alternate spike is green.	- UNRUN `cargo test --manifest-path spikes/iocp/Cargo.toml --test integration` (2 tests). - UNRUN `cargo test --manifest-path spikes/iocp/Cargo.toml --test process` (3 tests). - UNRUN `cargo test --manifest-path spikes/iocp/Cargo.toml --test console` (1 test). - UNRUN `cargo test --manifest-path spikes/iocp/Cargo.toml --test draft -- --nocapture --test-threads=1` (3 tests). - UNRUN `cargo test --manifest-path spikes/iocp/Cargo.toml --test handles` (1 test).	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/docs/lanes/windows.md#L129
docs/lanes/windows.md	130	doc-progress	- UNRUN `cargo test --manifest-path spikes/iocp/Cargo.toml --test draft -- --nocapture --test-threads=1` (3 tests).	STILL TRUE — historical local; STALE as never executed	spikes/iocp/WINDOWS_RESULTS.md:24 records actual separate binary runs: port/TCP/pipe/stdio/integration/process/console/handles pass; timer and draft initially fail APC arming (error 87). Production N-W now passes; no claim every old alternate spike is green.	- UNRUN `cargo test --manifest-path spikes/iocp/Cargo.toml --test process` (3 tests). - UNRUN `cargo test --manifest-path spikes/iocp/Cargo.toml --test console` (1 test). - UNRUN `cargo test --manifest-path spikes/iocp/Cargo.toml --test draft -- --nocapture --test-threads=1` (3 tests). - UNRUN `cargo test --manifest-path spikes/iocp/Cargo.toml --test handles` (1 test). - UNRUN Windows-native `cargo clippy --manifest-path spikes/iocp/Cargo.toml --all-targets -- -D warnings` and `cargo +stable check --manifest-path spikes/iocp/Cargo.toml --all-targets`; equivalent Windows cross-target checks PASS above.	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/docs/lanes/windows.md#L130
docs/lanes/windows.md	131	doc-progress	- UNRUN `cargo test --manifest-path spikes/iocp/Cargo.toml --test handles` (1 test).	STILL TRUE — historical local; STALE as never executed	spikes/iocp/WINDOWS_RESULTS.md:24 records actual separate binary runs: port/TCP/pipe/stdio/integration/process/console/handles pass; timer and draft initially fail APC arming (error 87). Production N-W now passes; no claim every old alternate spike is green.	- UNRUN `cargo test --manifest-path spikes/iocp/Cargo.toml --test console` (1 test). - UNRUN `cargo test --manifest-path spikes/iocp/Cargo.toml --test draft -- --nocapture --test-threads=1` (3 tests). - UNRUN `cargo test --manifest-path spikes/iocp/Cargo.toml --test handles` (1 test). - UNRUN Windows-native `cargo clippy --manifest-path spikes/iocp/Cargo.toml --all-targets -- -D warnings` and `cargo +stable check --manifest-path spikes/iocp/Cargo.toml --all-targets`; equivalent Windows cross-target checks PASS above. - UNRUN windlass-contract, ETW, QueryProcessCycleTime comparisons, soak, full handle/	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/docs/lanes/windows.md#L131
docs/lanes/windows.md	132	doc-progress	- UNRUN Windows-native `cargo clippy --manifest-path spikes/iocp/Cargo.toml --all-targets -- -D warnings` and `cargo +stable check --manifest-path spikes/iocp/Cargo.toml --all-targets`; equivalent Windows cross-target checks PASS above.	STILL TRUE — historical local; STALE as never executed	spikes/iocp/WINDOWS_RESULTS.md:24 records actual separate binary runs: port/TCP/pipe/stdio/integration/process/console/handles pass; timer and draft initially fail APC arming (error 87). Production N-W now passes; no claim every old alternate spike is green.	- UNRUN `cargo test --manifest-path spikes/iocp/Cargo.toml --test draft -- --nocapture --test-threads=1` (3 tests). - UNRUN `cargo test --manifest-path spikes/iocp/Cargo.toml --test handles` (1 test). - UNRUN Windows-native `cargo clippy --manifest-path spikes/iocp/Cargo.toml --all-targets -- -D warnings` and `cargo +stable check --manifest-path spikes/iocp/Cargo.toml --all-targets`; equivalent Windows cross-target checks PASS above. - UNRUN windlass-contract, ETW, QueryProcessCycleTime comparisons, soak, full handle/ thread leak suite, Windows minimum-version/VM precision matrix: require Windows	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/docs/lanes/windows.md#L132
docs/lanes/windows.md	133	doc-progress	- UNRUN windlass-contract, ETW, QueryProcessCycleTime comparisons, soak, full handle/	MIXED — superseded execution and live limits	N-W: required Windows default/executor/all-feature production suites execute; standalone spike reruns, ETW/cycles/minimum-version/long-soak are not implied. Historical host limits and remaining requirements stay valid; not a blanket pass.	- UNRUN `cargo test --manifest-path spikes/iocp/Cargo.toml --test handles` (1 test). - UNRUN Windows-native `cargo clippy --manifest-path spikes/iocp/Cargo.toml --all-targets -- -D warnings` and `cargo +stable check --manifest-path spikes/iocp/Cargo.toml --all-targets`; equivalent Windows cross-target checks PASS above. - UNRUN windlass-contract, ETW, QueryProcessCycleTime comparisons, soak, full handle/ thread leak suite, Windows minimum-version/VM precision matrix: require Windows and/or the core integration. Planned tests are not implemented coverage.	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/docs/lanes/windows.md#L133
docs/lanes/windows.md	135	doc-progress	and/or the core integration. Planned tests are not implemented coverage.	STILL TRUE — scoped statement	Read exact source context. No wider current CI guarantee inferred; see DESIGN_AUDIT.md and REMAINING_WORK.md.	- UNRUN windlass-contract, ETW, QueryProcessCycleTime comparisons, soak, full handle/ thread leak suite, Windows minimum-version/VM precision matrix: require Windows and/or the core integration. Planned tests are not implemented coverage.  ## Commit / integration blocker	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/docs/lanes/windows.md#L135
docs/lanes/windows.md	149	doc-progress	evaluation, backend draft, contract plan) are **UNRUN** for this same blocker.	STILL TRUE — historical spike scope	N-W: required Windows default/executor/all-feature production suites execute; standalone spike reruns, ETW/cycles/minimum-version/long-soak are not implied. Production coverage supersedes broad platform-unrun conclusions; it does not certify every old spike command.	Git directory, permission bypass or outside-clone write was attempted. Subsequent requested commit boundaries (timer, TCP/pipes/stdio, helper/process/console, evaluation, backend draft, contract plan) are **UNRUN** for this same blocker. The integrator or another external process subsequently created checkpoint `2984635` (`checkpoint(windows): Codex lane work in progress (32 files)`). This	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/docs/lanes/windows.md#L149
docs/lanes/windows.md	158	doc-progress	lane/core --tags` and merge are **UNRUN** (tag absent; `.git` would also prevent	STILL TRUE — historical environment	Do not erase historical read-only Git/absent-tag records; production main/trait revision is now integrated.	 No `trait-v0` appeared, so the authorized §6 fallback was used. `git fetch ../core lane/core --tags` and merge are **UNRUN** (tag absent; `.git` would also prevent fetch/merge). No files under `crates/` or other lanes were modified. 	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/docs/lanes/windows.md#L158
docs/lanes/windows.md	184	doc-progress	mechanisms remain separate spike modules pending adaptation; exact steps are	STALE — current coverage/implementation	N-W: required Windows default/executor/all-feature production suites execute; standalone spike reruns, ETW/cycles/minimum-version/long-soak are not implied.	Loop: timer heap, liveness counters, pooled leases, multishot operations and process-wide routing belong to core. AcceptEx/ConnectEx/process/stdio/console mechanisms remain separate spike modules pending adaptation; exact steps are listed in `backend_draft/README.md`. No production backend is claimed. 7. **Queues / complexity:** helper and synchronous-reader probes use bounded mutex	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/docs/lanes/windows.md#L184
docs/lanes/windows.md	189	doc-progress	allocation is source-designed and has an UNRUN counter gate, not a measured claim.	STALE — current coverage/implementation	N-W: required Windows default/executor/all-feature production suites execute; standalone spike reruns, ETW/cycles/minimum-version/long-soak are not implied.	queues, not the specified core lock-free Poster. Draft uses linear slab lookup and liveness scans. Replace these at core integration; steady-state read/write allocation is source-designed and has an UNRUN counter gate, not a measured claim. 8. **Drop:** cancellation is not completion. Teardown may block until kernel buffers are released; draft aborts on an unrecoverably broken port while draining. Define	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/docs/lanes/windows.md#L189
docs/upstream/wasi-p3-wait.md	27	doc-progress	wait-set polling alone can starve pending host socket subtasks when guest code	STILL TRUE — behavior/policy, not open work	Pending means operation/queue/phase state or a reporting rule. Read linked context; no missing implementation inferred.	 1. **Host progress within a `Now` turn.** In the tested Wasmtime, nonblocking wait-set polling alone can starve pending host socket subtasks when guest code keeps turning without yielding. The backend calls one `yield_blocking()` (component `thread-yield`) before its one nonblocking poll when I/O is pending.	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/docs/upstream/wasi-p3-wait.md#L27
docs/upstream/wasi-p3-wait.md	29	doc-progress	(component `thread-yield`) before its one nonblocking poll when I/O is pending.	STILL TRUE — behavior/policy, not open work	Pending means operation/queue/phase state or a reporting rule. Read linked context; no missing implementation inferred.	wait-set polling alone can starve pending host socket subtasks when guest code keeps turning without yielding. The backend calls one `yield_blocking()` (component `thread-yield`) before its one nonblocking poll when I/O is pending. There is no specified maximum work or scheduling delay before that yield returns. Thus one poll per turn does not establish a bounded `Now` return.	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/docs/upstream/wasi-p3-wait.md#L29
docs/upstream/wasi-p3-wait.md	43	doc-progress	Making cancellation asynchronous would need a core-visible pending	STILL TRUE — behavior/policy, not open work	Pending means operation/queue/phase state or a reporting rule. Read linked context; no missing implementation inferred.	component intrinsics for buffer quiescence. Tests prove ownership and observed completion ordering; they do not bound adversarial callee cleanup duration. Making cancellation asynchronous would need a core-visible pending acknowledgement, without exposing/reusing buffers early. 4. **ABI/context portability.** Raw lowering and context-slot-0 restoration rely	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/docs/upstream/wasi-p3-wait.md#L43
docs/wasm.md	121	doc-progress	cancellations, output capacity one, two loops, pending drop and surviving-loop	STILL TRUE — behavior/policy, not open work	Pending means operation/queue/phase state or a reporting rule. Read linked context; no missing implementation inferred.	Regression subjects cover the original 100 datagrams/6,400 bytes, 320 concurrent IPv6 datagrams with provided/pooled outputs (0 through 8,192 bytes), 320 real cancellations, output capacity one, two loops, pending drop and surviving-loop reuse. A direct canonical test initializes two full 65,536-byte lists, verifies both contents survive scope/owner changes, and asserts reuse only after release.	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/docs/wasm.md#L121
docs/wasm.md	366	doc-progress	not a sandbox diagnosis. Real browser execution remains UNRUN here and required	STILL TRUE — historical local; STALE as current coverage	WEB: 13 production tests each Chrome/Firefox/Node. Historical standalone spike command was not rerun by these jobs.	The integrator reproduced ChromeDriver SIGKILL on this Mac **outside the sandbox**, with matching 153.0.8010.36 versions: this is a host restriction, not a sandbox diagnosis. Real browser execution remains UNRUN here and required on GitHub's Linux runner. Linux binary checksum/extraction verification and mock WebDriver lifecycle tests do not count as browser test execution.	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/docs/wasm.md#L366
protocols/turnloop-http/Cargo.toml	36	cfg-selection	"[target.'cfg(not(target_arch = ""wasm32""))'.dependencies]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"rcgen.workspace = true  [target.'cfg(not(target_arch = ""wasm32""))'.dependencies] zstd.workspace = true "	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/Cargo.toml#L36
protocols/turnloop-http/Cargo.toml	39	cfg-selection	"[target.'cfg(target_arch = ""wasm32"")'.dependencies]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"zstd.workspace = true  [target.'cfg(target_arch = ""wasm32"")'.dependencies] turnloop-zstd-decoder.workspace = true "	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/Cargo.toml#L39
protocols/turnloop-http/Cargo.toml	71	cfg-selection	"[target.'cfg(all(target_os = ""wasi"", target_env = ""p3""))'.dependencies]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"required-features = [""turnloop""]  [target.'cfg(all(target_os = ""wasi"", target_env = ""p3""))'.dependencies] turnloop-io = { workspace = true, optional = true, features = [""wasi-p3-experimental""] }"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/Cargo.toml#L71
protocols/turnloop-http/README.md	28	doc-progress	pending request closes its lease; incomplete connections never re-enter the pool.	STILL TRUE — behavior/policy, not open work	Pending means operation/queue/phase state or a reporting rule. Read linked context; no missing implementation inferred.	non-replayable sources. One absolute deadline covers the whole request. The host must call `expire()` at `next_deadline()` for idle pool eviction. Dropping a pending request closes its lease; incomplete connections never re-enter the pool.  For explicit protocol control, `asynchronous::{Http1,Http2}` expose streaming	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/README.md#L28
protocols/turnloop-http/README.md	54	manual-doc-claim	IP URLs, or a host-resolved stream with the low-level HTTP/TLS drivers. The latter	MIXED — resolver target scope	WASI 0.2 has core DNS; only p3 still needs supplied IPs. PW2 resolver test; I05.	The current core resolver uses a native blocking pool: WASI clients need literal IP URLs, or a host-resolved stream with the low-level HTTP/TLS drivers. The latter lets the host retain the original hostname for SNI and certificate validation. On browsers, `asynchronous::web::get` maps to the existing host fetch operation:	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/README.md#L54
protocols/turnloop-http/examples/h2spec_server.rs	2	cfg-selection	"#[cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"//! Strict conformance server on turnloop's executor, with no blocking socket I/O. #[cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))] fn main() -> Result<(), Box<dyn std::error::Error>> { use turnloop_http::{"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/examples/h2spec_server.rs#L2
protocols/turnloop-http/examples/h2spec_server.rs	71	cfg-selection	"#[cfg(all(target_arch = ""wasm32"", target_os = ""unknown""))]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"Err(""conformance server stopped unexpectedly"".into()) } #[cfg(all(target_arch = ""wasm32"", target_os = ""unknown""))] fn main() { eprintln!(""Browser listening sockets are unsupported"");"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/examples/h2spec_server.rs#L71
protocols/turnloop-http/examples/h2spec_server.rs	73	unsupported	"eprintln!(""Browser listening sockets are unsupported"");"	STILL TRUE — protocol validation/scope	Unsupported version/auth plugin/column/URL/ALPN/coding/TXT/SCRAM extension is rejected explicitly; not every protocol extension is required. Match agreed Perry compatibility scope in I15.	"#[cfg(all(target_arch = ""wasm32"", target_os = ""unknown""))] fn main() { eprintln!(""Browser listening sockets are unsupported""); }"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/examples/h2spec_server.rs#L73
protocols/turnloop-http/examples/https_get.rs	2	cfg-selection	"#[cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"//! HTTPS GET with streamed output. The application explicitly turns the executor. #[cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))] fn main() -> Result<(), Box<dyn std::error::Error>> { use std::{"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/examples/https_get.rs#L2
protocols/turnloop-http/examples/https_get.rs	55	cfg-selection	"#[cfg(all(target_arch = ""wasm32"", target_os = ""unknown""))]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"Ok(()) } #[cfg(all(target_arch = ""wasm32"", target_os = ""unknown""))] fn main() { eprintln!(""Use the browser host-fetch adapter"");"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/examples/https_get.rs#L55
protocols/turnloop-http/examples/tls_echo.rs	2	cfg-selection	"#[cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"//! HTTP/1 and HTTP/2 echo over TLS, selected by negotiated ALPN. #[cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))] fn main() -> Result<(), Box<dyn std::error::Error>> { use std::time::{Duration, SystemTime, UNIX_EPOCH};"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/examples/tls_echo.rs#L2
protocols/turnloop-http/examples/tls_echo.rs	122	cfg-selection	"#[cfg(all(target_arch = ""wasm32"", target_os = ""unknown""))]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"Ok(()) } #[cfg(all(target_arch = ""wasm32"", target_os = ""unknown""))] fn main() { eprintln!(""Browser listening sockets are unsupported"");"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/examples/tls_echo.rs#L122
protocols/turnloop-http/examples/tls_echo.rs	124	unsupported	"eprintln!(""Browser listening sockets are unsupported"");"	STILL TRUE — protocol validation/scope	Unsupported version/auth plugin/column/URL/ALPN/coding/TXT/SCRAM extension is rejected explicitly; not every protocol extension is required. Match agreed Perry compatibility scope in I15.	"#[cfg(all(target_arch = ""wasm32"", target_os = ""unknown""))] fn main() { eprintln!(""Browser listening sockets are unsupported""); }"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/examples/tls_echo.rs#L124
protocols/turnloop-http/src/asynchronous/client.rs	99	cfg-selection	"#[cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"/// and decoder state. Use multiple clients for independent concurrent dispatchers; /// the low-level Http2 driver exposes multiplexed streams directly. #[cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))] pub struct Client<B: Backend> { executor: ExecutorHandle<B>,"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/src/asynchronous/client.rs#L99
protocols/turnloop-http/src/asynchronous/client.rs	109	cfg-selection	"#[cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"unix_seconds: u64, } #[cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))] impl<B: Backend> Client<B> { pub fn new("	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/src/asynchronous/client.rs#L109
protocols/turnloop-http/src/asynchronous/client.rs	571	cfg-selection	"#[cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"} } #[cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))] struct Lease<'a, B: Backend> { pool: &'a mut Pool,"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/src/asynchronous/client.rs#L571
protocols/turnloop-http/src/asynchronous/client.rs	580	cfg-selection	"#[cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"now: Instant, } #[cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))] impl<B: Backend> Drop for Lease<'_, B> { fn drop(&mut self) {"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/src/asynchronous/client.rs#L580
protocols/turnloop-http/src/asynchronous/mod.rs	5	cfg-selection	"#[cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"use std::io; use turnloop_io::{CloseOnDrop as Abort, Output, Stream}; #[cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))] pub mod client; pub mod server;"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/src/asynchronous/mod.rs#L5
protocols/turnloop-http/src/asynchronous/mod.rs	329	cfg-selection	"#[cfg(all(target_arch = ""wasm32"", target_os = ""unknown""))]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"}  #[cfg(all(target_arch = ""wasm32"", target_os = ""unknown""))] pub mod web;"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/src/asynchronous/mod.rs#L329
protocols/turnloop-http/src/client.rs	21	unsupported	"_ => Err(Error::new(""UND_ERR_NOT_SUPPORTED"", ""unsupported ALPN"")),"	STILL TRUE — protocol validation/scope	Unsupported version/auth plugin/column/URL/ALPN/coding/TXT/SCRAM extension is rejected explicitly; not every protocol extension is required. Match agreed Perry compatibility scope in I15.	"Some(b""h2"") => Ok(Protocol::Http2), None | Some(b""http/1.1"") => Ok(Protocol::Http1), _ => Err(Error::new(""UND_ERR_NOT_SUPPORTED"", ""unsupported ALPN"")), } }"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/src/client.rs#L21
protocols/turnloop-http/src/client.rs	51	unsupported	"return Err(Error::new(""ERR_INVALID_URL"", ""unsupported URL scheme""));"	STILL TRUE — protocol validation/scope	Unsupported version/auth plugin/column/URL/ALPN/coding/TXT/SCRAM extension is rejected explicitly; not every protocol extension is required. Match agreed Perry compatibility scope in I15.	"let url = Url::parse(url).map_err(|_| Error::new(""ERR_INVALID_URL"", ""invalid URL""))?; if !matches!(url.scheme(), ""http"" | ""https"") || url.host_str().is_none() { return Err(Error::new(""ERR_INVALID_URL"", ""unsupported URL scheme"")); } if !url.username().is_empty() || url.password().is_some() {"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/src/client.rs#L51
protocols/turnloop-http/src/compression.rs	61	cfg-selection	"#[cfg(not(any(target_arch = ""wasm32"", feature = ""pure-rust-zstd"")))]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"codes: CodePool, }, #[cfg(not(any(target_arch = ""wasm32"", feature = ""pure-rust-zstd"")))] Zstd { decoder: zstd::stream::raw::Decoder<'static>,"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/src/compression.rs#L61
protocols/turnloop-http/src/compression.rs	66	cfg-selection	"#[cfg(any(target_arch = ""wasm32"", feature = ""pure-rust-zstd""))]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"boundary: bool, }, #[cfg(any(target_arch = ""wasm32"", feature = ""pure-rust-zstd""))] Zstd { decoder: turnloop_zstd_decoder::decoding::FrameDecoder,"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/src/compression.rs#L66
